企业名称,标题,URL,发布时间,来源,正文
海天味业,盘后突发！A50，重大调整！,http://finance.eastmoney.com/a/202606033759120793.html,2026-06-03 17:40:00,券商中国,今日盘后，FTSE Russell（富时罗素）宣布旗下多个指数的季度调整，其中，富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。该变更将于6月18日（星期四）收盘后生效。
海天味业,兆易创新、澜起科技、东山精密、胜宏科技等个股，纳入重要指数！,http://finance.eastmoney.com/a/202606033759123869.html,2026-06-03 17:42:00,中新经纬,富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。 富时中国50指数纳入兆易创新、长飞光纤光缆，删除中国铁塔、中国中车。
海天味业,富时A50指数调整，纳入这些股！6月18日收盘后生效,http://finance.eastmoney.com/a/202606033759131479.html,2026-06-03 17:53:00,证券时报网,今日盘后，FTSE Russell（富时罗素）宣布旗下多个指数的季度调整，其中，富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。该变更将于6月18日（星期四）收盘后生效。
海天味业,重磅！富时中国A50指数调整，兆易创新等多只牛股被纳入,http://finance.eastmoney.com/a/202606033759133358.html,2026-06-03 18:02:00,21世纪经济报道,6月3日盘后消息，富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。 富时中国A50指数由上海和深圳证券交易所市场中总市值最大的50只股票组成，是国际投资者配置中国股票市场的重要基准指数之一。
海天味业,重要指数调整！3只年内“翻倍股”被纳入,http://finance.eastmoney.com/a/202606033759146323.html,2026-06-03 18:26:00,上海证券报,其中，市场关注度较高的富时中国A50指数本次纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，剔除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。富时中国A50指数本次备选股名单包括中微公司、宏桥控股、生益科技、江波龙、长飞光纤。
海天味业,A50重大调整！多只科技股获纳入 将吸引被动资金流入,http://finance.eastmoney.com/a/202606033759148193.html,2026-06-03 18:35:00,证券时报,其中，富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技多只科技股，中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗5只股票被剔除。本次调整结果将在6月18日收盘后生效。
海天味业,富时中国A50指数，迎来重大调整,http://finance.eastmoney.com/a/202606033759163797.html,2026-06-03 19:14:00,中国基金报,富时中国A50指数本次纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，剔除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。 富时中国A50指数本次备选股名单包括中微公司、宏桥控股、生益科技、江波龙、长飞光纤。
海天味业,富时中国A50指数，重要调整,http://finance.eastmoney.com/a/202606033759188961.html,2026-06-03 19:48:45,中国证券报·中证金牛座,6月3日盘后，富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，剔除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。富时中国50指数纳入兆易创新、长飞光纤光缆，剔除中国铁塔、中国中车。
海天味业,A50指数迎来重要调整,http://finance.eastmoney.com/a/202606033760296866.html,2026-06-03 20:31:50,国际金融报,其中，富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。富时中国50指数纳入兆易创新、长飞光纤光缆，删除中国铁塔、中国中车。 该变更将于2026年6月18日（星期四）收盘后（即6月22日星期一）生效。
海天味业,富时中国A50及富时中国50指数成分股调整：兆易创新等获纳入，中国建筑等被剔除,http://finance.eastmoney.com/a/202606033759239085.html,2026-06-03 20:47:23,央广财经,6月3日，富时中国A50指数进行成分股调整，新纳入兆易创新（603986.SH）、澜起科技（688008.SH）、东山精密（002384.SZ）、胜宏科技（300476.SZ）、潍柴动力（000338.SZ），同时将中国建筑（601668.SH）、海天味业（603288.SH）、海尔智家
海天味业,A50指数，有重要调整,http://finance.eastmoney.com/a/202606033759273990.html,2026-06-03 21:07:00,国际金融报,其中，富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。 富时中国50指数纳入兆易创新、长飞光纤光缆，删除中国铁塔、中国中车。
海天味业,6月3日重要资讯一览,http://finance.eastmoney.com/a/202606033759341566.html,2026-06-03 21:57:00,证券时报网,富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。
海天味业,港股早报｜特朗普称美伊协议或在本周末达成 段永平再度增持泡泡玛特持股已超6%,http://finance.eastmoney.com/a/202606043759616819.html,2026-06-04 07:55:00,财联社,4、富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。富时中国50指数纳入兆易创新、长飞光纤光缆，删除中国铁塔、中国中车。
海天味业,6月4日早间新闻精选,http://finance.eastmoney.com/a/202606043759650865.html,2026-06-04 08:00:51,财联社,9、富时中国A50指数纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力，删除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗。 10、长桥证券公告，6月12日起中国大陆境内交易服务将暂停股票等所有品种的新开仓、加仓交易仅支持卖出、平仓操作。
海天味业,科技股主导富时中国A50指数调整 兆易创新H股大涨近6%,http://finance.eastmoney.com/a/202606043760113320.html,2026-06-04 10:31:00,财联社,其中富时中国A50指数新纳入兆易创新、澜起科技、东山精密、胜宏科技等科技企业，同时剔除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗等5只传统行业股票。本次调整将于6月18日收盘后正式生效，科技股在本轮指数调整中占据主导地位。
海天味业,被纳入国际重要指数！兆易创新涨超7%,http://finance.eastmoney.com/a/202606043760366821.html,2026-06-04 15:26:49,每日经济新闻,消息面上，2026年6月3日，富时罗素宣布富时中国A50指数季度调整结果，纳入兆易创新、澜起科技、东山精密、胜宏科技、潍柴动力5只个股，同时剔除中国建筑、海天味业、海尔智家、平安银行、迈瑞医疗，调整将于6月18日收盘后（6月22日）生效。
海天味业,消费ETF华夏（510630）连续4日净流入，陈果：目前A股预期定价体系下中国消费股遍地黄金,http://finance.eastmoney.com/a/202606043760411331.html,2026-06-04 16:15:00,21世纪经济报道,截至今日收盘，消费ETF华夏（510630）收跌1.59%，成分股贵州茅台、海天味业、山西汾酒跌逾1%，伊利股份收跌0.60%。 近期，消费ETF华夏（510630）获资金逢低布局。
海尔智家,计划增持金额同比增长25% 沪市公司用真金白银稳定市场预期,http://finance.eastmoney.com/a/202512073584594011.html,2025-12-07 16:40:43,中国经营报,贵州茅台（计划回购15亿—30亿元）、三一重工（计划回购10亿—20亿元）、海尔智家（计划回购10亿—20亿元）等头部上市公司计划回购金额较大。
海尔智家,沪市公司前11月新增增持计划金额上限同比增长超25%,http://finance.eastmoney.com/a/202512073584619427.html,2025-12-07 20:27:49,经济参考网,贵州茅台（计划回购15-30亿元）、三一重工（计划回购10-20亿元）、海尔智家（计划回购10-20亿元）等头部上市公司计划回购金额较大。
海尔智家,前11月沪市公司新增披露计划增持金额上限649.84亿元 同比增25.43%,http://finance.eastmoney.com/a/202512073584630432.html,2025-12-07 22:16:29,澎湃新闻,贵州茅台（计划回购15-30亿元）、三一重工（计划回购10-20亿元）、海尔智家（计划回购10-20亿元）等头部上市公司计划回购金额较大。
海尔智家,港股开评：恒生科技指数涨0.08% 百度集团涨超3%,http://finance.eastmoney.com/a/202512083585124372.html,2025-12-08 09:30:15,人民财讯,人民财讯12月8日电，港股开盘，恒生指数跌0.07%，恒生科技指数涨0.08%，百度集团涨超3%，宁德时代涨超2%，海尔智家跌2%。
海尔智家,港股消费50ETF(159286)涨超1.3%，重要会议对内需的强调进一步增强,http://finance.eastmoney.com/a/202512123590121383.html,2025-12-12 11:27:17,界面新闻,数据显示，截至2025年11月28日，国证港股通消费主题指数(987024)前十大权重股分别为百胜中国(09987)、农夫山泉(09633)、安踏体育(02020)、泡泡玛特(09992)、海尔智家(06690)、华润啤酒(00291)、李宁(02331)、蒙牛乳业(02319)、
海尔智家,重要会议定调内需主导战略深化，港股通消费ETF(520620)有望持续受益,http://finance.eastmoney.com/a/202512123590116682.html,2025-12-12 11:40:50,界面新闻,数据显示，截至2025年12月11日，恒生消费指数前十大权重股分别为泡泡玛特、创科实业、百胜中国、安踏体育、农夫山泉、万洲国际、海尔智家、美的集团、申洲国际、蒙牛乳业，前十大权重股合计占比58.65%。
海尔智家,政策、需求双重提振 年末时点关注消费行业机会,http://finance.eastmoney.com/a/202512123590332256.html,2025-12-12 19:21:48,金融投资报,潜力股精选 美的集团（000333） 海尔智家（600690） TCL智家（002668） 科沃斯（603486） 旅游 产业发展进入新阶段 “十五五”规划建议提出“推进旅游强国建设”，标志着产业进入质量效益全面提升新阶段。
海尔智家,海尔智家：累计回购H股股份136.1万股,http://finance.eastmoney.com/a/202512173594270319.html,2025-12-17 16:31:30,新京报,新京报贝壳财经讯 12月17日，海尔智家公告，自2025年10月10日至2025年12月16日，公司累计回购H股股份136.1万股，占总股本0.015%，最高价27.3港元/股，最低价26.58港元/股，支付金额3683.89万港元。前述回购股份已全部注销，公司总股本相应减少。
海尔智家,海尔智家：截至2025年11月底，公司已累计回购股份40902500股,http://finance.eastmoney.com/a/202512173594480767.html,2025-12-17 21:12:19,证券日报,证券日报网讯 12月17日，海尔智家在互动平台回答投资者提问时表示，公司股价受宏观经济环境、行业趋势、市场情绪等多种因素综合影响，目前公司经营稳健，战略推进有序，不存在应披露而未披露的重大信息。公司高度重视股东回报，近年来持续通过现金分红、股份回购等方式与投资者共享发展成果。
海尔智家,海尔智家：公司股价短期波动受多重复杂因素综合影响,http://finance.eastmoney.com/a/202512173594517875.html,2025-12-17 22:07:44,证券日报,证券日报网讯 12月17日，海尔智家在互动平台回答投资者提问时表示，公司股价在二级市场的短期波动受到宏观经济、行业周期、市场情绪及资金偏好等多重复杂因素的综合影响。公司始终致力于夯实基本面与长期竞争力。公司经营稳健表明公司战略路径的有效性与经营的韧性。
海尔智家,海尔智家：目前不存在依法应披露而未披露的相关事项,http://finance.eastmoney.com/a/202512173594544222.html,2025-12-17 22:10:45,证券日报,证券日报网讯 12月17日，海尔智家在互动平台回答投资者提问时表示，公司始终围绕战略发展需要，积极探索各类有助于提升核心竞争力的合作机会。目前不存在依法应披露而未披露的相关事项。如有达到披露标准事项，公司将严格按照法律法规要求及时履行信息披露义务。
海尔智家,海尔智家：公司股价在二级市场的短期波动受到宏观经济环境等多重复杂因素的共同影响,http://finance.eastmoney.com/a/202512183595410173.html,2025-12-18 15:47:06,证券日报,证券日报网讯 12月17日，海尔智家在互动平台回答投资者提问时表示，公司股价在二级市场的短期波动受到宏观经济环境、行业周期、市场情绪及资金偏好等多重复杂因素的共同影响。公司运营稳健体现公司战略有效性以及主营业务的坚实韧性。
海尔智家,海尔智家：公司目前跟苏宁的合作有多种合作模式,http://finance.eastmoney.com/a/202512183595574138.html,2025-12-18 18:10:38,证券日报,证券日报网讯 12月18日，海尔智家在互动平台回答投资者提问时表示，公司目前跟苏宁的合作有多种合作模式，账单模式每周滚动性支付结算；部分新零售场景在送货到达用户处时系统自动结算。
海尔智家,海尔智家：公司会充分保障应收款回收的确定性,http://finance.eastmoney.com/a/202512183595575991.html,2025-12-18 18:10:53,证券日报,证券日报网讯 12月18日，海尔智家在互动平台回答投资者提问时表示，公司会充分保障应收款回收的确定性，应收款有相关抵押物。
海尔智家,海尔智家：通过多类型的保障方式及业务模式去保障对货款顺利回收,http://finance.eastmoney.com/a/202512183595747031.html,2025-12-18 21:42:43,证券日报,证券日报网讯 12月18日，海尔智家在互动平台回答投资者提问时表示，海尔智家通过多类型的保障方式及业务模式去保障对货款顺利回收。在保障方面通过外部信用保险、不动产抵押、银行共管账户等方式保障货款合作安全。
海尔智家,解密主力资金出逃股 连续5日净流出500股,http://finance.eastmoney.com/a/202512223598401431.html,2025-12-22 18:10:18,证券时报网,9 1.55 7.03 -16.10 002007 华兰生物 13 1.55 8.46 -1.67 300228 富瑞特装 5 1.55 5.54 -8.12 300215 电科院 13 1.54 3.78 -13.81 300003 乐普医疗 9 1.53 7.09 0.51 600690
海尔智家,家电+汽车+商贸零售轮动上涨，可选消费ETF（562580）低位获资金抢筹,http://finance.eastmoney.com/a/202512233599443351.html,2025-12-23 11:21:35,每日经济新闻,可选消费ETF（562580.SH）跟踪中证全指可选消费指数，主要覆盖汽车（46%）、家电（34%）、商贸零售（6%）等行业，前十大权重股包括美的集团、比亚迪、格力电器、福耀玻璃、海尔智家、赛力斯、三花智控、中国中免、上汽集团、长安汽车。
海尔智家,海尔智家成中国首个发布全球碳中和目标的头部家电企业,http://finance.eastmoney.com/a/202512233599344330.html,2025-12-23 12:58:22,证券时报网,在践行ESG的道路上，海尔智家又有新成果。12月23日，以“智绘零碳未来共赴绿色新程”为主题的海尔智家碳中和战略发布会在青岛举行。现场，海尔智家发布了碳中和白皮书，承诺不晚于2050年实现全球运营碳中和，并在全球范围内100%使用可再生能源。
海尔智家,港股消费板块再度逆市活跃 内需政策利好催化跨年行情,http://finance.eastmoney.com/a/202512233599454941.html,2025-12-23 15:35:01,财联社,此外，海尔智家(06690.HK)、安踏体育(02020.HK)等行业龙头也纷纷飘红。 消息面上，近日印发《关于做好2026年元旦春节期间有关工作的通知》： 扩大优质商品和服务供给，创新多元消费场景，激发假期消费潜力。
海尔智家,海尔智家承诺：不晚于2050年实现全球运营碳中和,http://finance.eastmoney.com/a/202512233599580232.html,2025-12-23 17:17:56,上海证券报·中国证券网,12月23日，以“智绘零碳未来共赴绿色新程”为主题的海尔智家碳中和战略发布会在青岛举行。会上，海尔智家董事长兼总裁李华刚从三个核心维度阐述了海尔智家的绿色实践：“场景”是海尔智家绿色化战略的载体，“智能”是海尔智家绿色化战略的引擎，“全球化”是海尔智家绿色化战略的抓手。
海尔智家,承诺不晚于2050年实现全球碳中和运营 海尔智家成中国首个发布全球碳中和目标的头部家电企业,http://finance.eastmoney.com/a/202512233599626986.html,2025-12-23 18:06:28,证券日报,本报讯 （记者刘钊）在践行ESG的道路上，海尔智家又有新成果。12月23日，以“智绘零碳未来共赴绿色新程”为主题的海尔智家碳中和战略发布会在青岛举行。现场，海尔智家发布了碳中和白皮书，承诺不晚于2050年实现全球运营碳中和，并在全球范围内100%使用可再生能源。
海尔智家,海尔印度49%股权拟出售,http://finance.eastmoney.com/a/202512243600840058.html,2025-12-24 18:04:20,证券日报,记者获悉，近日，海尔智家旗下全资子公司海尔印度拟进行股权结构优化，海尔智家向印度巴蒂集团及美国华平投资合计转让海尔印度49%股权。
海尔智家,1866家沪市公司召开三季度业绩说明会,http://finance.eastmoney.com/a/202512243600875947.html,2025-12-24 19:19:45,中国证券报·中证金牛座,面对投资者“未来是否有新的并购方向（如机器人、AI技术公司），如何筛选标的并评估协同效应”的提问，海尔智家表示，投资并购是推动公司业务发展的重要手段，未来公司将聚焦主业的全球竞争力，通过投资助力业务发展。
海尔智家,1866家沪市公司召开三季度说明会：新质生产力加速涌现,http://finance.eastmoney.com/a/202512243600958825.html,2025-12-25 01:40:34,澎湃新闻,例如，面对投资者“未来是否有新的并购方向，如何筛选标的并评估协同效应”的提问，海尔智家（600690.SH）最新在接受调研时表示：“投资并购是推动公司业务发展的重要手段，未来公司将聚焦主业的全球竞争力，通过投资助力业务发展。
海尔智家,科技早报 | 新东方19年老将孙进将任东方甄选执行总裁；英特尔盘前跌幅扩大至5%,http://finance.eastmoney.com/a/202512253601326517.html,2025-12-25 08:10:07,界面新闻,海尔智家印度子公司49%股权拟出售 12月24日消息，海尔智家旗下全资子公司海尔印度拟进行股权结构优化，海尔智家向印度巴蒂集团及美国华平投资合计转让海尔印度49%股权。
海尔智家,年终盘点|2025年家电出口跌宕起伏，中国品牌出海本土化突破,http://finance.eastmoney.com/a/202512253601802027.html,2025-12-25 13:56:35,第一财经,海尔智家（600690.SH）12月表示，在应对关税冲击方面，其在北美市场保持增长韧性，依托本地工厂提效与区域产能扩充，提升本地供给比例。而在新兴市场方面，其在南亚、东南亚、中东非等新兴市场2025年前三季的收入增速分别超25%、超15%、超60%。
海尔智家,海尔智家：夯实全球家电行业领军地位,http://finance.eastmoney.com/a/202512263602256046.html,2025-12-26 02:41:40,证券时报,在绿色化方面，海尔智家承诺不晚于2050年实现全球运营碳中和，构建覆盖家庭、商用、工业的全场景绿色生态。目前，依托全球化布局，海尔智家将绿色战略快速推向全球200多个国家和地区，让低碳价值惠及全球用户。
海尔智家,全球布局与创新能力获认可 海尔智家获金骏马最具全球影响力企业奖,http://finance.eastmoney.com/a/202512293604454244.html,2025-12-29 16:33:33,证券日报,海尔智家成立于1994年3月31日，在全球布局方面，海尔智家已构建起涵盖本土化研发、制造与营销的“三位一体”运营体系，业务覆盖全球100多个国家和地区，拥有24个工业园、5大研发中心及66家贸易公司。
海尔智家,出售印度子公司49%股权 海尔方面回应：依然是最大单一股东,http://finance.eastmoney.com/a/202512293604715848.html,2025-12-29 21:51:01,中国经营报,海尔智家方面表示。
海尔智家,2026国补来了！汽车消费补贴由“定额”改为“按比例”（附对照表）,http://finance.eastmoney.com/a/202512313606580411.html,2025-12-31 09:20:14,每日经济新闻,与其他消费指数集中在“吃喝”有所不同，可选消费ETF主要覆盖汽车（46%）、家电（34%）、商贸零售（6%）等与服务消费、统一大市场密切相关的细分行业，前十大权重股包括美的集团、比亚迪、格力电器、福耀玻璃、海尔智家、赛力斯、三花智控、中国中免、上汽集团、长安汽车。
海尔智家,海尔智家：副总裁李攀辞职,http://finance.eastmoney.com/a/202512313606952988.html,2025-12-31 15:58:57,财中社,12月31日，海尔智家（600690/06690）发布公告，公司副总裁李攀因工作变动辞职，离任时间为2025年12月30日，原定任期至2028年5月28日。李攀在离任时直接持有公司69万股股份，占公司总股本的0.007%。 李攀辞职后，公司副总裁宋玉军将负责海外市场业务。
海尔智家,海尔智家：副总裁李攀因工作变动原因辞职,http://finance.eastmoney.com/a/202512313606981340.html,2025-12-31 16:25:57,界面新闻,海尔智家12月31日公告，公司董事会于近日收到公司副总裁李攀递交的书面辞职报告，李攀因工作变动申请辞去公司副总裁职务，辞职后将不再担任公司高级管理人员职务，辞职申请自送达公司董事会之日起生效。李攀离任后，公司副总裁宋玉军负责海外市场业务。
海尔智家,海尔智家副总裁李攀提前离任，副总裁宋玉军接手海外市场业务,http://finance.eastmoney.com/a/202512313607075212.html,2025-12-31 17:49:59,国际金融报,今年11月，李攀现身西班牙暖通制冷展，海尔智家携多元场景解决方案亮相这一行业展会。 海尔智家公告称，李攀离任后，副总裁宋玉军负责海外市场业务。
海尔智家,年内近1500家A股公司实施股份回购 累计金额超1390亿元 美的集团回购额115亿元,http://finance.eastmoney.com/a/202512313607166019.html,2025-12-31 21:36:42,财联社,此外，徐工机械回购额为30.5亿元，牧原股份、中远海控、药明康德回购额均超20亿元，海康威视、京东方A、顺丰控股、三安光电、三一重工、国泰海通和海尔智家回购额皆超10亿元。
海尔智家,券商1月金股出炉 科技和周期复苏等受关注,http://finance.eastmoney.com/a/202601023607524670.html,2026-01-02 08:04:10,人民财讯,其中，山东路桥、渝农商行、齐鲁银行、中国太保、工商银行、中材国际市盈率较低，均低于10倍；山东出版、长城汽车、中国广核、海尔智家、中国石化、石头科技2025年股价均收跌。
海尔智家,券商1月金股出炉 两大投资路线浮出,http://finance.eastmoney.com/a/202601023607534948.html,2026-01-02 09:26:26,南方财经网,其中，山东路桥、渝农商行、齐鲁银行、中国太保、工商银行、中材国际市盈率较低，均低于10倍；山东出版、长城汽车、中国广核、海尔智家、中国石化、石头科技2025年股价均收跌。
海尔智家,港股家电股全线走高 创维集团涨10.45%,http://finance.eastmoney.com/a/202601023607571327.html,2026-01-02 14:33:19,每日经济新闻,每经AI快讯，港股家电股全线走高，截至发稿，创维集团(00751.HK)涨10.45%，报5.18港元；美的集团(00300.HK)涨5%，报89.2港元；海尔智家(06690.HK)涨4.2%，报25.3港元；海信家电(00921.HK)涨2.33%，报23.72港元。
海尔智家,海尔智家：已回购4282.57万股，使用资金总额10.8亿元,http://finance.eastmoney.com/a/202601043607930985.html,2026-01-04 17:46:03,界面新闻,海尔智家1月4日公告，公司于2025年3月27日召开第十一届董事会第十三次会议，审议通过了《海尔智家股份有限公司关于回购部分A股社会公众股份方案的议案》，同意公司以集中竞价的方式使用自有资金或自筹资金回购部分公司A股股份，回购价格为不超过40元/股，拟回购总金额不超过20亿元且不低于
海尔智家,A股股票回购一览：今日59家公司披露回购进展,http://finance.eastmoney.com/a/202601053608079370.html,2026-01-05 07:38:59,每日经济新闻,从回购实施进展来看，海尔智家、中远海控、雅戈尔回购金额最高，分别回购10.8亿元、8.25亿元、7.79亿元。从已完成回购来看，当日共2家公司回购金额超千万。新和成、三花智控已完成回购金额最高，分别回购5.56亿元、3.03亿元。
海尔智家,73股连续5日或5日以上获融资净买入,http://finance.eastmoney.com/a/202601053608593426.html,2026-01-05 11:29:29,证券时报网,连续获融资净买入天数最多的股票是研奥股份，连续14个交易日获净买入；连续获融资净买入天数较多的还有永太科技、燕京啤酒、三人行、万向钱潮、苏泊尔、环旭电子、海尔智家、晨光股份等股。
海尔智家,解密主力资金出逃股 连续5日净流出576股,http://finance.eastmoney.com/a/202601053608883748.html,2026-01-05 17:17:14,证券时报网,4.43 6.69 -2.23 605580 恒盛能源 7 4.30 15.37 -27.30 300779 惠城环保 5 4.20 10.57 -10.77 600873 梅花生物 17 4.18 8.89 1.70 300748 金力永磁 5 4.16 8.61 0.00 600690
海尔智家,逆势承诺不涨价：格力这次没“槽点”,http://finance.eastmoney.com/a/202601053609003658.html,2026-01-05 19:29:38,财中社,市占率层面，奥维云网2025年前三季度全渠道数据显示，美的以22%的市场份额稳居第一，格力以20%紧随其后，海尔（600690.SH）占18%，而小米则以14%跃居第四。尤其在线上渠道，小米增长迅猛，已与格力展开第二名的拉锯战。
海尔智家,82股连续5日或5日以上获融资净买入,http://finance.eastmoney.com/a/202601063609957077.html,2026-01-06 11:21:51,证券时报网,连续获融资净买入天数最多的股票是研奥股份，连续15个交易日获净买入；连续获融资净买入天数较多的还有北斗星通、艾森股份、陕西煤业、招商蛇口、森赫股份、恒立液压、海尔智家、盘江股份等股。
海尔智家,108股连续5日或5日以上获融资净买入,http://finance.eastmoney.com/a/202601073611256928.html,2026-01-07 11:22:47,证券时报网,连续获融资净买入天数最多的股票是招商蛇口、恒立液压、海尔智家，均连续10个交易日获净买入；连续获融资净买入天数较多的还有九丰能源、易点天下、上大股份、中天科技、中航高科、航天电器、夏厦精密、金枫酒业等股。
海尔智家,上海“国补”首批“幸运儿”就位，新春佳节前折上折抱走新空调,http://finance.eastmoney.com/a/202601073611426572.html,2026-01-07 15:34:53,上观新闻,海尔智家等主流品牌也同步配套了专属礼遇，形成“政策支持、渠道加码、品牌助力”的三重福利闭环，为消费者带来实实在在的焕新惊喜。 据悉，本轮补贴政策覆盖冰箱、洗衣机、空调、电视等多类家电产品，重点鼓励能效等级高、智能化程度强的绿色家电消费。
海尔智家,万亿外资巨头，加仓！,http://finance.eastmoney.com/a/202601073611768683.html,2026-01-07 21:45:04,中国基金报,【导读】贝莱德加仓海尔智家、药明生物、美的集团、中国银行等港股 万亿外资巨头又加仓了。 1月7日，据香港交易所披露，贝莱德在2026年首个交易日（1月2日）加仓海尔智家、药明生物、美的集团、中国银行等港股股票。
海尔智家,2026年上海家电国补首单落地苏宁易购,http://finance.eastmoney.com/a/202601073611813590.html,2026-01-07 22:39:29,新华财经,在交付现场，海尔智家上海营销部长刘杨为顾客送上首单贺礼，标志着上海新一轮绿色智能家电推广与消费升级行动全面展开。 据悉，本轮家电以旧换新补贴政策覆盖冰箱、洗衣机、空调、电视等多类家电产品，重点鼓励能效等级高、智能化程度强的绿色家电消费。
海尔智家,120股连续5日或5日以上获融资净买入,http://finance.eastmoney.com/a/202601083612563217.html,2026-01-08 11:18:17,证券时报网,连续获融资净买入天数最多的股票是招商蛇口、海尔智家，均连续11个交易日获净买入；连续获融资净买入天数较多的还有九丰能源、上大股份、中天科技、豪能股份、航天电器、隆达股份、永新光学、联域股份等股。
海尔智家,124股连续5日或5日以上获融资净买入,http://finance.eastmoney.com/a/202601093614016590.html,2026-01-09 11:29:11,证券时报网,连续获融资净买入天数最多的股票是海尔智家，连续12个交易日获净买入；连续获融资净买入天数较多的还有炬光科技、豪能股份、上大股份、申万宏源、永新光学、汉钟精机、理工导航、联域股份等股。
海尔智家,海尔智家：公司股价在二级市场的短期波动受到多重复杂因素的综合影响,http://finance.eastmoney.com/a/202601093614489453.html,2026-01-09 21:10:51,证券日报,证券日报网讯 1月9日，海尔智家在互动平台回答投资者提问时表示，公司股价在二级市场的短期波动受到宏观经济、行业周期、市场情绪及资金偏好等多重复杂因素的综合影响。公司始终致力于夯实基本面与长期竞争力。公司经营稳健表明公司战略路径的有效性与经营的韧性。
海尔智家,海尔智家：公司珍视并感谢每一位投资者,http://finance.eastmoney.com/a/202601093614511915.html,2026-01-09 21:34:32,证券日报,证券日报网讯 1月9日，海尔智家在互动平台回答投资者提问时表示，公司珍视并感谢每一位投资者，包括广大散户朋友的选择与信任。公司始终将全体股东的权益放在重要位置，致力于通过扎实的经营管理、持续的技术创新与健康的财务状况来提升企业内在价值。
海尔智家,32.8亿！四川易冲科技被芯片上市龙头收购，董事长为清华“85后”,http://finance.eastmoney.com/a/202601103614966949.html,2026-01-10 17:36:15,红星资本局,成立至今，公司已完成多轮融资，累计融资达数亿美元，知名股东包含深创投、川创投、清华控股、信维通信、海尔智家、顺络电子、大众交通、中金资本、上汽集团、吉利控股、蔚来等。
海尔智家,184股连续5日或5日以上获融资净买入,http://finance.eastmoney.com/a/202601123615531994.html,2026-01-12 11:16:23,证券时报网,连续获融资净买入天数最多的股票是海尔智家，连续13个交易日获净买入；连续获融资净买入天数较多的还有中航光电、航宇科技、蓝色光标、航天科技、申万宏源、上大股份、英唐智控、北摩高科等股。
海尔智家,海尔智家：公司正以“智慧家庭”为核心，分阶段推进家庭机器人业务,http://finance.eastmoney.com/a/202601123616110271.html,2026-01-12 22:05:39,证券日报,证券日报网讯 1月12日，海尔智家在互动平台回答投资者提问时表示，公司正以“智慧家庭”为核心，分阶段推进家庭机器人业务：先依托清洁、陪伴机器人构建导航避障、物体识别、3D建模与大语言模型交互等基础能力，并与“海尔智家大脑”及UhomeOS全面协同；再通过AI视觉与多模态感知建立全屋视觉模型
海尔智家,海尔智家：公司高度重视投资回报,http://finance.eastmoney.com/a/202601133617485748.html,2026-01-13 17:35:21,证券日报,证券日报网讯 1月13日，海尔智家在互动平台回答投资者提问时表示，公司运营稳健体现公司战略有效性以及主营业务的坚实韧性，公司的长远发展是价值回归的坚实基础。公司高度重视投资回报，已建立包括现金分红与股份回购在内的多元化回报机制。
海尔智家,海尔智家：公司所有重大投资均严格遵循公司章程及相关法律法规,http://finance.eastmoney.com/a/202601133617639934.html,2026-01-13 20:40:37,证券日报,证券日报网讯 1月13日，海尔智家在互动平台回答投资者提问时表示，近年来，公司聚焦于全球技术创新、全球产能布局深化及效率提升与智慧家庭场景的持续投入。具体长期投资项目请参照公司定期报告等相关公告。
