企业名称,标题,URL,发布时间,来源,摘要,正文
金山办公,“人人都有AI助理”：金山办公发布原生Office智能体WPS灵犀,https://stcn.com/article/detail/2763618.html,2025-07-27 19:19,证券时报·e公司,“人人都有AI助理”： 金山办公 发布原生Office智能体WPS灵犀 7月27日下午，世界人工智能大会“2025 金山办公 AI生产力论坛——看见：AI办公穹顶之上”在上海世博中心举行。会上， 金山办公 发布了WPS AI 3.0版本——WPS灵犀。由于用户只需通过自然语言、多轮对话即可完成文档创作、... 证券时报·e公司 王小伟,7月27日下午，世界人工智能大会“2025金山办公AI生产力论坛——看见：AI办公穹顶之上”在上海世博中心举行。会上，金山办公发布了WPS AI 3.0版本——WPS灵犀。 由于用户只需通过自然语言、多轮对话即可完成文档创作、演示文稿生成及语音助手等功能，全程无需复杂操作和外部跳转，因此新品被视为真正意义上的原生Office办公智能体。 “WPS AI 3.0的发布预示着办公AI的能力已从工具升级为AI助理。我们希望WPS用户都能拥有好用的AI助理，以低使用门槛的人机交互模式，轻松地完成各项工作。”金山办公助理总裁田然认为，办公正在走向人人都有AI助理的时代。 WPS灵犀与WPS Office深度协同。目前在WPS Office的部分组件中已经形成了左侧Office套件、右侧WPS灵犀的同屏交互形态。用户直接在右侧的对话框中用自然语言提出需求，AI在识别用户意图后，即可对左侧文档区域进行修改，全程无需跳转其他应用。相比于其他产品，灵犀具备多轮对话、修改可控、格式保留等优势，能控制AI生成用户真实可用的成果。 现场展示中，用户通过与WPS灵犀多轮对话，完成了装修合同从新建、修改到优化的全过程。灵犀能将口语化的姓名、地址、金额等信息自动补充进合同，再智能化地将装修合同中提到的项目信息按表格形式呈现，并为用户提示合同条款中潜在的风险。在新建文档的过程中，灵犀既能帮助用户写好文档，还能协助审核文档的规范性。 现场还展示了AI PPT、语音助手、WPS知识库等办公服务。其中，WPS知识库是随着WPS AI 3.0的推出正式亮相。 截至2025年3月底，WPS Office全球月度活跃设备数为6.47亿。WPS灵犀的发布即交付，将推动办公智能体的史上最大规模应用。 金山办公助理总裁田然介绍，经过过去一年对AI与办公软件关系的全新理解和技术实践，WPS AI 3.0正在探索重新定义用户、AI与软件三者的交互关系，推动AI办公向Agentic Software演进（代理式软件，即更强大更智能的软件)。 2023年，金山办公推出WPS AI ，围绕AIGC（内容创作）、 Copilot （智慧助理）、 Insight （知识洞察）三大方向推出系列AI功能，并将其嵌入到WPS的各大组件；2024年，推出WPS AI 2.0，聚焦企业特定场景，为组织构建“企业大脑”，用AI促进企业知识的智能化应用；2025年，推出以WPS灵犀为核心的WPS AI 3.0，打造人与AI助理多轮对话、持续修改的全新交互方式，实现原生Office环境下的智能体服务。 公司方面表示，凭借轻松易上手的产品优势，WPS灵犀正在打破传统办公软件的场景边界，在多个领域实现突破性应用，帮助不同用户群体实现AI时代的技能升级与自我成长。“此次WPS灵犀的发布颠覆了传统的人机交互方式，允许用户跟AI持续讨论，产出想要的内容，它大幅降低了大众使用AI的门槛，行业将迎来人人都有AI助理的时代。”
金山办公,云赛智联旗下信诺时代与金山办公达成全面战略合作,https://stcn.com/article/detail/2794266.html,2025-07-29 16:51,人民财讯,云赛智联旗下信诺时代与 金山办公 达成全面战略合作 据云赛智联官微，近日，云赛智联旗下企业北京信诺时代科技发展有限公司与北京 金山办公 软件股份有限公司（简称“ 金山办公 ”）在北京正式签署全面战略合作协议。双方坦诚互信、强强联合、共绘蓝图，致力于为企业客户... 云赛智联 信诺时代 金山办公 人民财讯 赖小风,人民财讯7月29日电，据云赛智联官微，近日，云赛智联旗下企业北京信诺时代科技发展有限公司与北京金山办公软件股份有限公司（简称“金山办公”）在北京正式签署全面战略合作协议。双方坦诚互信、强强联合、共绘蓝图，致力于为企业客户提供更智能、安全、高效的数智化办公解决方案，推动合作项目高效落地。
金山办公,金山办公8月12日大宗交易成交201.02万元,https://stcn.com/article/detail/3065404.html,2025-08-12 20:54,数据宝,金山办公 8月12日大宗交易成交201.02万元 金山办公 8月12日大宗交易平台出现一笔成交，成交量0.69万股，成交金额201.02万元，大宗交易成交价为290.07元。该笔交易的买方营业部为中信证券股份有限公司上海分公司，卖方营业部为中信证券华南股份有限公司佛山分... 金山办公 数据宝,金山办公8月12日大宗交易平台出现一笔成交，成交量0.69万股，成交金额201.02万元，大宗交易成交价为290.07元。该笔交易的买方营业部为中信证券股份有限公司上海分公司，卖方营业部为中信证券华南股份有限公司佛山分公司。 进一步统计，近3个月内该股累计发生4笔大宗交易，合计成交金额为1271.13万元。 证券时报•数据宝统计显示，金山办公今日收盘价为290.07元，下跌1.00%，日换手率为0.98%，成交额为13.22亿元，全天主力资金净流出3820.99万元，近5日该股累计下跌6.40%，近5日资金合计净流出2.88亿元。 两融数据显示，该股最新融资余额为13.94亿元，近5日增加6980.69万元，增幅为5.27%。（数据宝） 8月12日金山办公大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 0.69 201.02 290.07 0.00 中信证券股份有限公司上海分公司 中信证券华南股份有限公司佛山分公司 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
金山办公,金山办公：上半年净利润7.47亿元 同比增长3.57%,https://stcn.com/article/detail/3212568.html,2025-08-20 18:13,人民财讯,金山办公 ：上半年净利润7.47亿元 同比增长3.57% 金山办公 (688111)8月20日晚间披露2025年半年报，公司上半年实现营业收入26.57亿元，同比增长10.12%；归母净利润7.47亿元，同比增长3.57%；基本每股收益1.62元。截至2025年6月，公司WPS全球月度活跃设备数为6.51亿，... 金山办公 净利润 营业收入 人民财讯 李在山,人民财讯8月20日电，金山办公(688111)8月20日晚间披露2025年半年报，公司上半年实现营业收入26.57亿元，同比增长10.12%；归母净利润7.47亿元，同比增长3.57%；基本每股收益1.62元。截至2025年6月，公司WPS全球月度活跃设备数为6.51亿，同比增长8.56%。其中WPS Office PC版月度活跃设备数3.05亿，同比增长12.29%；WPS Office移动版月度活跃设备数3.46亿，同比增长5.48%。
金山办公,金山办公上半年净利润7.47亿元 WPS AI月活超2900万,https://stcn.com/article/detail/3223687.html,2025-08-21 17:04,证券时报·e公司,金山办公 上半年净利润7.47亿元 WPS AI月活超2900万 8月20日晚， 金山办公 （股票代码：688111）发布2025年半年报，交出一份稳健增长的成绩单：上半年 金山办公 实现营业收入26.57亿元，同比增长10.12%；归属于母公司所有者净利润7.47亿元，同比增长3.57%；归属于母公司... 证券时报·e公司 王小伟,8月20日晚，金山办公（股票代码：688111）发布2025年半年报，交出一份稳健增长的成绩单：上半年金山办公实现营业收入26.57亿元，同比增长10.12%；归属于母公司所有者净利润7.47亿元，同比增长3.57%；归属于母公司所有者扣除非经常性损益净利润7.27亿元，同比增长5.77%。 主营业务中，WPS个人业务收入17.48亿元，同比增长8.38%；WPS 365业务收入3.09亿元，同比大增62.27%；WPS软件业务收入5.42亿元。 截至2025年6月30日，WPS AI月活跃用户数达2951万，2024年底公布的数据为1968万。随着上半年AI权益持续惠及用户，及AI新产品落地推广，预计下半年AI月活将实现快速增长。 其中，WPS个人业务收入达17.48亿元，同比增长8.38%；国内WPS个人业务收入达16.19亿元，累计年度付费个人用户数4179万，同比增长9.54%；海外WPS个人业务收入达1.29亿元，累计年度付费个人用户数189万。 WPS Office全球月度活跃设备数达6.51亿，同比增长8.56%，创历史新高。其中PC版月活3.05亿，同比增长12.29%；移动版月活3.46亿，同比增长5.48%。海外市场通过研发WPS国际版、优化本地运营及AI权益部署，降低了获客成本，用户增长效率得到持续提升，为全球化战略奠定基础。 在企业级市场，WPS 365业务表现尤为亮眼，报告期内实现收入3.09亿元，同比增长 62.27%，成为公司业务增长的新引擎。这一高速增长得益于WPS 365产品力的全面升级与行业渗透的持续深化。 在政企领域，WPS 365聚焦数字资产保护与合规管理，推出“企业大脑”解决方案，整合AI Hub（智能基座）、AI Docs（智能文档库）和Copilot Pro（企业智慧助理），覆盖考勤、销售分析、合同处理等场景。同时，WPS 365 升级智能文档库（AI Docs），支持通过问答检索信息、基于企业知识图谱创作文档，其表格识别召回准确率高达95%以上，多格式文档解析能力行业领先。 产品力的提升推动WPS 365在重点领域实现突破，新增中国联通、长江三峡集团、中国电气装备集团、中国宝武、中国银联、江苏银行、华大基因、金龙鱼、蒙牛乳业、视源股份等标杆客户，在央国企市场优势持续巩固的同时，加速覆盖民营企业及地方国企。 机构指出，金山办公在2025年计算机行业中被认为是AI+应用和信创产业领域的重点受益公司，特别是在AI Agent智能体经济和技术国产化的推动下，该公司有望在办公软件领域进一步提升其市场地位和盈利能力。 报告期内，金山办公发布WPS AI 3.0并推出原生Office办公智能体——WPS灵犀，通过“双向改造”重新定义AI与办公软件的融合模式，彻底突破了将AI作为“附加功能”嵌入软件这一传统思路的局限。这也是WPS灵犀首次出现在金山办公的财报中。 AI 改文档实现“左侧Office、右侧灵犀”的同屏交互方式，能精准识别修改区域并保持原有排版，让“写好即用、改动即成”成为现实；WPS AIPPT支持通过自然语句动态优化大纲，打破单次生成局限，还可生成演讲稿、演讲视频，大幅提升创作效率；灵犀语音助手作为业内首个支持“聊文档”的语音工具，允许用户边通话边解读文档，还可以随时打断追问。同时推出的WPS知识库，支持将用户原有云文档和文件夹一键升级为知识库，单文件解析量级达 500M，多格式识别与召回准确性能居行业前列。 金山办公2025上半年研发投入达9.59亿元，同比增长18.70%，研发费用率约36%。这彰显了公司对技术创新的支持。截至报告期末，公司研发人员共计3533人，同比增长18.12%，占总员工数比例约66%，为技术突破与产品迭代提供人才支撑。
金山办公,金山办公：下半年将围绕以灵犀为代表的系列AI产品展开运营推广,https://stcn.com/article/detail/3334855.html,2025-09-11 19:21,人民财讯,金山办公 ：下半年将围绕以灵犀为代表的系列AI产品展开运营推广 9月11日，在2025年半年度业绩会上， 金山办公 董事长邹涛介绍，下半年公司将围绕在WAIC 2025发布的以灵犀为代表的系列AI产品，如AIPPT、灵犀语音助手、智能知识库等，展开运营推广，促进整体付费转化提升。 金山办公 AI产品 灵犀 人民财讯 王一鸣,人民财讯9月11日电，9月11日，在2025年半年度业绩会上，金山办公董事长邹涛介绍，下半年公司将围绕在WAIC 2025发布的以灵犀为代表的系列AI产品，如AIPPT、灵犀语音助手、智能知识库等，展开运营推广，促进整体付费转化提升。
金山办公,金山办公大宗交易成交2932.80万元,https://stcn.com/article/detail/3348281.html,2025-09-19 21:38,数据宝,金山办公 大宗交易成交2932.80万元 金山办公 9月19日大宗交易平台出现一笔成交，成交量9.60万股，成交金额2932.80万元，大宗交易成交价为305.50元。该笔交易的买方营业部为中国银河证券股份有限公司青岛海口路证券营业部，卖方营业部为中信证券股份有限... 金山办公 中信证券 数据宝,金山办公9月19日大宗交易平台出现一笔成交，成交量9.60万股，成交金额2932.80万元，大宗交易成交价为305.50元。该笔交易的买方营业部为中国银河证券股份有限公司青岛海口路证券营业部，卖方营业部为中信证券股份有限公司上海分公司。 进一步统计，近3个月内该股累计发生4笔大宗交易，合计成交金额为3835.71万元。 证券时报•数据宝统计显示，金山办公今日收盘价为305.50元，下跌1.77%，日换手率为1.32%，成交额为18.89亿元，全天主力资金净流出2.74亿元，近5日该股累计下跌0.28%，近5日资金合计净流出3.47亿元。 两融数据显示，该股最新融资余额为20.13亿元，近5日增加4133.06万元，增幅为2.10%。 机构评级来看，近5日共有2家机构给予该股评级，预计目标价最高的是西南证券，9月16日西南证券发布的研报预计公司目标价为373.10元。（数据宝） 9月19日金山办公大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 9.60 2932.80 305.50 0.00 中国银河证券股份有限公司青岛海口路证券营业部 中信证券股份有限公司上海分公司 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
金山办公,金山办公大宗交易成交3.00万股 成交额927.00万元,https://stcn.com/article/detail/3371048.html,2025-10-09 20:36,数据宝,金山办公 大宗交易成交3.00万股 成交额927.00万元 金山办公 10月9日大宗交易平台出现一笔成交，成交量3.00万股，成交金额927.00万元，大宗交易成交价为309.00元，相对今日收盘价折价3.11%。该笔交易的买方营业部为华泰证券股份有限公司深圳前海证券营业部，卖方营业部... 金山办公 华泰证券 数据宝,金山办公10月9日大宗交易平台出现一笔成交，成交量3.00万股，成交金额927.00万元，大宗交易成交价为309.00元，相对今日收盘价折价3.11%。该笔交易的买方营业部为华泰证券股份有限公司深圳前海证券营业部，卖方营业部为机构专用。 进一步统计，近3个月内该股累计发生5笔大宗交易，合计成交金额为4762.71万元。 证券时报•数据宝统计显示，金山办公今日收盘价为318.93元，上涨0.77%，日换手率为3.04%，成交额为44.26亿元，全天主力资金净流入2.54亿元，近5日该股累计上涨2.60%，近5日资金合计净流入2.48亿元。 两融数据显示，该股最新融资余额为17.72亿元，近5日减少1.57亿元，降幅为8.14%。（数据宝） 10月9日金山办公大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 3.00 927.00 309.00 -3.11 华泰证券股份有限公司深圳前海证券营业部 机构专用 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
金山办公,国产软件板块震荡拉升金山办公涨超17%,https://stcn.com/article/detail/3375467.html,2025-10-13 09:46,人民财讯,国产软件板块震荡拉升 金山办公 涨超17% 国产软件板块震荡拉升，截至发稿， 金山办公 涨超17%，中国软件涨停，麒麟信安涨超10%，润和软件、英方软件、卓易信息跟涨。 金山办公 中国软件 麒麟信安 人民财讯 周映彤,"首页 快讯 新闻 视频 投资 数据 信披+ 专题 地方 服务 公众号 电子报 客户端 您当前的位置：证券时报 > 快讯 > 正文 国产软件板块震荡拉升 金山办公涨超17% 来源：人民财讯作者：周映彤2025-10-13 09:46 字号 点赞 分享 人民财讯10月13日电，国产软件板块震荡拉升，截至发稿，金山办公涨超17%，中国软件涨停，麒麟信安涨超10%，润和软件、英方软件、卓易信息跟涨。 责任编辑： 刘巧玲 国产软件 软件 SH 金山办公 SH 中国软件 SH 麒麟信安 SZ 润和软件 SH 英方软件 SH 卓易信息 声明：证券时报力求信息真实、准确，文章提及内容仅供参考，不构成实质性投资建议，据此操作风险自担 下载""证券时报""官方APP，或关注官方微信公众号，即可随时了解股市动态，洞察政策信息，把握财富机会。 用户评论 登录后可以发言 网友评论仅供其表达个人看法，并不表明证券时报立场 发表评论 暂无评论 时报热榜 换一换 A股重大调整！指数样本定期调整即将生效，这些股将被调入 吴清，周末发声！国常会，重磅部署！算力，大利好！重大资产重组，终止！影响一周市场的十大消息 融资资金大分化！光模块被猛加仓，半导体产业链却遭减持！回调还会继续？多数投资者这么看 创新药企重大突破，南向资金逆市加仓！ 突发：韩国，召开紧急会议！ 美联储，突变！科技股全线暴跌！ 利好突袭！刚刚，重磅传来！ 涨超300%！唯特偶回复交易所关注函：“光”业务营收占比不到1% 权重敲定、科创加分！券商这一专项评价启动 今年已新增290余家次 沪市并购重组市场呈现“向优向新”态势 热点视频 换一换 【Hi，老板】和元生物潘讴东：创业二十年，我是熬出来的 06-02 16:40 英伟达，重大发布！ 黄仁勋杀入AI PC 引爆A股涨停潮 06-01 18:29 非法收受巨额财物！内蒙古自治区政府原主席王莉霞被检察机关提起公诉 06-03 11:46 问界M9事故后起火，问界官方火速回应：非车辆自身原因导致，系“撞击前车掉落大块金属部件” 06-03 19:10 国务院发布关于对外投资的规定 “投资者依法享有对外投资自主权，自主决策、自担风险、自负盈亏” 06-01 14:17 关于我们|服务条例|联系我们|版权声明|网站地图|线索提交 备案号：粤ICP备09109218号-7|增值电信业务经营许可证：粤B2-20080118|互联网新闻信息服务许可证10120170066|粤公网安备44030002008846号 违法和不良信息举报电话：0755-83514034 邮箱：bwb@stcn.com 中央网信办违法和不良信息举报中心|证券时报网举报中心 本网站提供之资料或信息，仅供投资者参考，不构成投资建议。 深圳证券时报社有限公司版权所有，未经书面授权禁止转载及各种形式的软件开发。 Copyright © 2008-2026 Shenzhen Securities Times Co., Ltd. All Rights Reserved"
金山办公,金山办公成交额创上市以来新高,https://stcn.com/article/detail/3375564.html,2025-10-13 10:50,数据宝,金山办公 成交额创上市以来新高 数据宝统计，截至10:20， 金山办公 成交额60.10亿元，创上市以来新高。最新股价上涨11.57%，换手率3.89%。（数据宝） 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。 金山办公 数据宝,"首页 快讯 新闻 视频 投资 数据 信披+ 专题 地方 服务 公众号 电子报 客户端 您当前的位置：证券时报 > 数据 > 正文 金山办公成交额创上市以来新高 来源：证券时报网作者：数据宝2025-10-13 10:50 字号 点赞 分享 数据宝统计，截至10:20，金山办公成交额60.10亿元，创上市以来新高。最新股价上涨11.57%，换手率3.89%。（数据宝） 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。 责任编辑： 李越囡 金山办公 声明：证券时报力求信息真实、准确，文章提及内容仅供参考，不构成实质性投资建议，据此操作风险自担 下载""证券时报""官方APP，或关注官方微信公众号，即可随时了解股市动态，洞察政策信息，把握财富机会。 用户评论 登录后可以发言 网友评论仅供其表达个人看法，并不表明证券时报立场 发表评论 暂无评论 时报热榜 换一换 A股重大调整！指数样本定期调整即将生效，这些股将被调入 吴清，周末发声！国常会，重磅部署！算力，大利好！重大资产重组，终止！影响一周市场的十大消息 融资资金大分化！光模块被猛加仓，半导体产业链却遭减持！回调还会继续？多数投资者这么看 创新药企重大突破，南向资金逆市加仓！ 突发：韩国，召开紧急会议！ 美联储，突变！科技股全线暴跌！ 利好突袭！刚刚，重磅传来！ 涨超300%！唯特偶回复交易所关注函：“光”业务营收占比不到1% 权重敲定、科创加分！券商这一专项评价启动 今年已新增290余家次 沪市并购重组市场呈现“向优向新”态势 热点视频 换一换 【Hi，老板】和元生物潘讴东：创业二十年，我是熬出来的 06-02 16:40 英伟达，重大发布！ 黄仁勋杀入AI PC 引爆A股涨停潮 06-01 18:29 非法收受巨额财物！内蒙古自治区政府原主席王莉霞被检察机关提起公诉 06-03 11:46 问界M9事故后起火，问界官方火速回应：非车辆自身原因导致，系“撞击前车掉落大块金属部件” 06-03 19:10 国务院发布关于对外投资的规定 “投资者依法享有对外投资自主权，自主决策、自担风险、自负盈亏” 06-01 14:17 关于我们|服务条例|联系我们|版权声明|网站地图|线索提交 备案号：粤ICP备09109218号-7|增值电信业务经营许可证：粤B2-20080118|互联网新闻信息服务许可证10120170066|粤公网安备44030002008846号 违法和不良信息举报电话：0755-83514034 邮箱：bwb@stcn.com 中央网信办违法和不良信息举报中心|证券时报网举报中心 本网站提供之资料或信息，仅供投资者参考，不构成投资建议。 深圳证券时报社有限公司版权所有，未经书面授权禁止转载及各种形式的软件开发。 Copyright © 2008-2026 Shenzhen Securities Times Co., Ltd. All Rights Reserved"
金山办公,致远互联与金山办公达成战略合作 共建AI时代新型生产力,https://stcn.com/article/detail/3377204.html,2025-10-13 20:43,证券时报网,致远互联与 金山办公 达成战略合作 共建AI时代新型生产力 近日，在 金山办公 全球核心生态伙伴大会上，致远互联与 金山办公 正式签署战略合作协议，双方合作从“能力互补”全面升级为全局的“生产力智能融合”。围绕生态战略协同、产品方案整合、信创与自主可控等五大维度深化AI... 致远互联 金山办公 战略合作 证券时报网,近日，在金山办公全球核心生态伙伴大会上，致远互联与金山办公正式签署战略合作协议，双方合作从“能力互补”全面升级为全局的“生产力智能融合”。围绕生态战略协同、产品方案整合、信创与自主可控等五大维度深化AI时代战略布局，旨在共建“一体化数智运营新基座”，开创“新质生产力”合作范式，推动组织生产力向智能化深度跃迁。 协同共振，共赴AI时代 金山办公作为国内领先的办公软件产品和服务提供商，凭借WPS Office、WPS 365、WPS AI等核心产品矩阵，覆盖个人、政企及机构用户，在政务、金融、教育、医疗、交通、能源等领域构建一站式协同办公服务能力，推动组织办公的智能化转型。 致远互联深耕协同运营管理领域23年，历经“协同办公（OA）—协同业务—智能协同运营平台（AI-COP）”三阶段发展，正加速向“协同运营AI服务商”转型。以“人机协作、人智协同”为核心，构建智能运营生态体系，在组织协同场景积累深厚技术与实践经验。 合作演进，从工具嵌入到生产力智能 据介绍，在合作历程中，双方经历了三个重要阶段：1.0工具嵌入阶段，实现文档编辑功能与协同办公系统的基础集成，满足基础文档处理需求。2.0能力融合阶段，打通文档中台底层架构，推动跨系统文档数据高效流转与共享。3.0智能协同阶段，以AI与组织协同深度融合为核心，将合作纳入AI-COP开放平台架构，整合金山办公智能文档能力，推动“工具智能”向“生产力智能”全局升级。 战略落地，五大方向驱动智能生产力落地 在生态与战略融合上，双方共建“一体化数智运营新基座”，推动“新质生产力”合作范式标准化，形成行业示范效应。产品与方案整合上，打通金山办公IM、文档处理、会议能力与致远互联AI-COP数智化平台，推出“协同办公+智能文档”一体化解决方案。共创与联合开发上，聚焦COP+IM、CAP+多维表、COP+AI知识库、CoMi+WPS AI等核心场景，推动AI技术在流程审批、数据管理、知识沉淀等环节深度应用。市场与业务拓展上，通过共同投入打造联合品牌产品、行业方案定制扩大市场覆盖，助力政务、金融等领域客户智能化转型。信创与自主可控上，强化国产化技术适配，构建安全可信的智能运营底座，服务国家信创战略需求。 重构智能时代组织运营生态 公司方面表示，对企业发展而言，致远互联聚合金山办公智能文档能力，完善“协同AI生态”战略版图，提升产品智能化竞争力；金山办公则拓展企业级协同场景，实现从工具服务商向生产力解决方案提供者的升级。 从行业变革角度，此次合作打破“工具孤岛”模式，树立“智能协同+文档服务”一体化合作标杆，推动办公软件行业从单一功能竞争向“技术融合+场景赋能”转型，引领AI时代新质生产力发展方向。 在客户赋能层面，通过AI技术渗透办公全流程，为企业提供“智能文档处理+协同运营管理”闭环能力，助力组织提升决策效率、降低管理成本，实现数字化转型与可持续进化。 此次战略合作不仅是技术与场景的深度耦合，更是AI时代企业协同范式的创新探索。双方将以“智能基座”为支点，撬动千行百业生产力升级，共同书写数智化转型的新范式。（燕云）
金山办公,致远互联与金山办公达成战略合作,https://stcn.com/article/detail/3378292.html,2025-10-14 11:55,人民财讯,致远互联与 金山办公 达成战略合作 近日，致远互联与 金山办公 正式签署战略合作协议，双方将围绕生态战略协同、产品方案整合、信创与自主可控等五大维度深化AI时代战略布局，旨在共建“一体化数智运营新基座”，开创“新质生产力”合作范式，推动组织... 致远互联 金山办公 战略合作 人民财讯 刘良文,人民财讯10月14日电，近日，致远互联与金山办公正式签署战略合作协议，双方将围绕生态战略协同、产品方案整合、信创与自主可控等五大维度深化AI时代战略布局，旨在共建“一体化数智运营新基座”，开创“新质生产力”合作范式，推动组织生产力向智能化深度跃迁。
金山办公,金山办公WPS 365升级为一站式AI协同办公平台 助力构建企业大脑,https://stcn.com/article/detail/3511791.html,2025-11-25 22:23,证券时报·e公司,金山办公 WPS 365升级为一站式AI协同办公平台 助力构建企业大脑 11月25日下午，在 金山办公 “WPS 365 AI协同办公大会”上， 金山办公 首席执行官章庆元宣布，旗下WPS 365正式升级为全球一站式AI协同办公平台，推出WPS灵犀企业版、团队空间、“轻舟”引擎等新产品，并对智能文档库、... 证券时报·e公司 王小伟,11月25日下午，在金山办公“WPS 365 AI协同办公大会”上，金山办公首席执行官章庆元宣布，旗下WPS 365正式升级为全球一站式AI协同办公平台，推出WPS灵犀企业版、团队空间、“轻舟”引擎等新产品，并对智能文档库、数字员工两大AI核心产品进行升级。此举将让WPS 365成为首个拥有全产品矩阵、覆盖全球主流平台、链接全球各地的AI协同办公平台。 章庆元表示：“在AI时代，协同办公软件会发生很大的变化，会变成‘知识的容器’‘数字员工的载体’以及‘能力、服务的提供方’，而帮助企业和组织构建独有的‘企业大脑’是WPS 365的愿景。” 随着组织和企业规模不断扩大，会面对内部系统增多、信息墙增高、数据泄露风险等三大挑战。金山办公副总裁王冬表示，WPS 365的一站式协同办公能将消息、文档、会议、邮件、工作台和智能文档库等全产品矩阵无缝整合，实现入口统一、集成统一、数据统一和管控统一，实现组织效率的最大化。 为更好地解决出海企业的全地域沟通及合规问题，WPS 365将在年底推出国际版，该版本支持跨地域、跨语言的全球一体化办公，且能与Microsoft 365实现格式兼容、接口一致和互联互通。WPS 365还率先实现了原生信创、全栈适配，覆盖了全平台几乎所有操作系统和主流中央处理器品牌。 “产品虽实现了一站式整合，但却加量不加价。相比于分散采购多种工具，WPS 365相当于整合了‘Microsoft Office+Zoom+Adobe PDF’等多种产品，但总体成本仅为行业平均水平的不到三分之一。”王冬说。 AI中台也是本次发布会的新产品，它能原子化输出“企业大脑”的核心能力，服务组织和企业已有业务系统的智能化升级。AI中台具备轻量化部署、标准化接入的特点，能交付整套可观测、可评估、可调优的文档AI助手，或将产品能力以原子化的形式输出。 章庆元表示，协同办公软件中的“企业大脑”一定要有大模型引擎，同时要有执行任务的“手脚”，即MCP（模型上下文协议）或API（应用程序编程接口）。对企业来讲，光有世界知识训练的大模型还不够，还要有企业自身的私域知识。“训练大模型有很多成熟解决方案，而金山办公能帮助企业激活全域知识，并利用知识更好地驱动‘企业大脑’做出决策。” 2024年年底金山办公首次披露WPS 365业务的营收数据，WPS 365已实现连续三个季度的高位增长。2025年前三季度，WPS 365业务的营收分别为1.51亿元、1.58亿元和2.01亿元，三个季度都取得了超60%的同比增速，第三季度增速更达到71.61%。WPS 365已成为拉动金山办公增长的新引擎。
金山办公,金山办公发生大宗交易 成交折价率17.27%,https://stcn.com/article/detail/3534045.html,2025-12-10 20:15,数据宝,金山办公 发生大宗交易 成交折价率17.27% 金山办公 12月10日大宗交易平台出现一笔成交，成交量15.74万股，成交金额3984.58万元，大宗交易成交价为253.15元，相对今日收盘价折价17.27%。该笔交易的买方营业部为招商证券股份有限公司北京车公庄西路证券营业部，... 金山办公 招商证券 国金证券 数据宝,金山办公12月10日大宗交易平台出现一笔成交，成交量15.74万股，成交金额3984.58万元，大宗交易成交价为253.15元，相对今日收盘价折价17.27%。该笔交易的买方营业部为招商证券股份有限公司北京车公庄西路证券营业部，卖方营业部为国金证券股份有限公司北京长椿街证券营业部。 进一步统计，近3个月内该股累计发生3笔大宗交易，合计成交金额为7844.38万元。 证券时报•数据宝统计显示，金山办公今日收盘价为306.00元，上涨0.92%，日换手率为0.81%，成交额为11.26亿元，全天主力资金净流出3960.80万元，近5日该股累计上涨0.83%，近5日资金合计净流出1.67亿元。 两融数据显示，该股最新融资余额为28.70亿元，近5日增加1.57亿元，增幅为5.78%。 机构评级来看，近5日共有1家机构给予该股评级，预计目标价最高的是华创证券，12月9日华创证券发布的研报预计公司目标价为432.90元。（数据宝） 12月10日金山办公大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 15.74 3984.58 253.15 -17.27 招商证券股份有限公司北京车公庄西路证券营业部 国金证券股份有限公司北京长椿街证券营业部 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
