企业,日期,来源,内容
国电南瑞,2026-01-16,每日经济新闻,2026年1月16日，国家电网旗下国电南瑞、国网信通、国网英大等上市公司股价走高。其中，国电南瑞盘中一度涨超7%，收涨2.52%。
国电南瑞,2026-01-16,华夏时报网,2026年1月16日开盘，A股输配电企业股价大涨，保变电气、三变科技、思源电气涨停，国电南瑞、许继电气等股票飘
国电南瑞,2026-01-19,每日经济新闻,2026年1月19日早盘，电网概念股走强，许继电气涨超8%，国电南瑞、亨通光电涨超7%，特变电工、思源电气、中天科技涨超4%。电网设备ETF、电网ETF涨超5%。
国电南瑞,2026-01-19,上海证券报·中国证券网,2026年1月19日，充电桩板块走强，双杰电气20CM涨停，许继电气、森源电气涨停，国电南瑞、思源电气等涨超5%。
国电南瑞,2026-01-19,上海证券报·中国证券网,截至2026年1月19日10点07分，万得特高压、智能电网、虚拟电厂概念指数分别上涨超6.8%、5%、3.7%，汉缆股份、大连电瓷、中国西电、保变电气、许继电气、平高电气、风范股份、双杰电气涨停，电科院、国电南瑞等个股涨幅居前。
国电南瑞,2026-01-19,证券时报网,原文信息不足，无法形成完整摘要。
国电南瑞,2026-01-19,证券时报网,原文信息不足，无法形成完整摘要。
国电南瑞,2026-01-19,证券时报网,
国电南瑞,2026-01-19,证券时报网,智能电网概念整体上涨2.93%，主力资金净流入111只个股。具体个股方面，中元股份、国网信通、宝胜股份等均有不同涨幅，科远智慧下跌。国电南瑞（600406）的涨跌幅及资金流向数据未明确提供。原文信息不足，无法形成完整摘要。
国电南瑞,2026-01-20,证券时报网,190.54亿元资金今日流出电力设备股，涉及亿纬锂能、卧龙电驱、保变电气、恩捷股份等多只个股，具体流出金额分别为5.41亿元、5.24亿元、3.88亿元、3.51亿元。国电南瑞未被明确提及具体流出数据。
国电南瑞,2026-01-20,大河财立方,许继电气董事长李俊涛于2026年1月20日辞职，据大河财立方报道。季侃的履历显示其曾任国电南瑞科技股份有限公司副总经理等职。未提及辞职原因及继任安排。
国电南瑞,2026-01-21,财联社,国电南瑞（600406.SH）公司人士表示，公司电网产品种类丰富，根据历史经验，公司将充分受益于电网增加资本开支的行业及政策性利好，但具体受益情况仍需看后续项目及订单情况。
国电南瑞,2026-01-21,证券时报网,电力设备行业在2026年1月21日出现资金流出，特变电工等26只个股净流出资金超亿元。具体数据涉及中国西电、东方日升、容百科技、红相股份等个股的净流出金额及涨跌幅，但未提供国电南瑞相关资金流向信息。
国电南瑞,2026-01-21,证券时报网,2026年1月21日，柔性直流输电概念板块下跌0.94%，其中9只个股主力资金净流出超亿元。特变电工跌3.83%，主力资金净流出12.7亿元；中国西电涨2.62%，主力资金净流出4.09亿元；国电南瑞跌2.32%。
国电南瑞,2026-01-22,中国证券报·中证网,创金合信鑫利混合A在2025年第四季度实现利润15.71万元，净值增长率为0.6%。截至四季度末，该基金前十大重仓股包括美的集团、紫金矿业、中国海油、中国移动、国电南瑞、上港集团、广和通、海优新材、佛燃能源、天山铝业。
国电南瑞,2026-01-23,中国证券报·中证网,工银新材料新能源股票在2025年第四季度实现利润1.17亿元，净值增长率8.96%。截至季末，基金十大重仓股包括紫金矿业、宁德时代、杰瑞股份、新宙邦、国电南瑞、阳光电源、中矿资源、东方电缆、厦钨新能、中国石油。
国电南瑞,2026-01-23,中国证券报·中证网,东财产业智选混合发起式A在2025年第四季度实现利润41.73万元，净值增长率为3.92%。截至2025年四季度末，基金十大重仓股包括新奥能源、建滔集团、海尔智家、百胜中国、神火股份、贵州茅台、中国联通、国电南瑞、招商证券、信达证券。
国电南瑞,2026-01-23,界面新闻,北美数据中心用电缺口持续扩大，有关部门发布零碳工厂建设指导意见推动源网荷储一体化发展。受此影响，电网设备ETF广发(159320)盘中最高涨超2%。该ETF前十大权重股合计占比56.07%，其中中天科技上涨4.93%，亨通光电上涨4.74%，浙江荣泰上涨2.92%，宏发股份、国电南瑞等个股跟涨。
国电南瑞,2026-01-23,中国证券报·中证网,兴业龙腾双益平衡混合基金2025年第四季度实现利润54.22万元，净值增长率为0.92%。截至四季度末，该基金十大重仓股包括宁波银行、紫金矿业、招商银行、小商品城、贵州茅台、长江电力、中国移动、国电南瑞、杭州银行、白云机场。
国电南瑞,2026-01-23,中国证券报·中证网,兴业聚兴A基金2025年第四季度利润3.89万元，净值增长率0.12%。截至四季度末，基金十大重仓股包括国电南瑞、金山办公、海尔智家等。
国电南瑞,2026-01-23,中国证券报·中证网,兴业聚乾A基金在2025年第四季度实现利润1.6万元，净值增长率为0.01%。截至四季度末，该基金十大重仓股包括金山办公、海尔智家、万华化学、晶晨股份、华东医药、双环传动、恒玄科技、三七互娱、国电南瑞和恺英网络。
国电南瑞,2026-01-23,中国证券报·中证网,中信保诚新悦混合A在2025年第四季度实现利润1338.99元，净值增长率为2.7%。截至四季度末，该基金十大重仓股包括农业银行、工商银行、中国神华、福耀玻璃、国电南瑞、中国平安、贵州茅台、海螺水泥、华鲁恒升、华泰证券。
国电南瑞,2026-01-23,中国证券报·中证网,兴业国企改革混合A在2025年第四季度实现利润241.87万元，净值增长率为1.67%。截至2025年四季度末，该基金十大重仓股包括宁波银行、招商银行、小商品城、紫金矿业、贵州茅台、长江电力、中国移动、国电南瑞、杭州银行、白云机场。
国电南瑞,2026-01-23,证券时报网,原文信息不足，无法形成完整摘要。
国电南瑞,2026-01-23,界面新闻,国电南瑞于2026年1月23日发生一笔大宗交易，成交489.9万股，成交额1.25亿元，占当日总成交额的3.58%。成交价为25.42元，与当日收盘价持平。
国电南瑞,2026-01-23,中国证券报·中证网,东方红目标优选定开混合基金2025年第四季度实现利润34.87万元，净值增长率为0.11%。截至四季度末，基金十大重仓股包括腾讯控股、中信证券、美的集团、宁德时代、中国石油化工股份、万华化学、阿里巴巴-W、兴业银行、国电南瑞、紫金矿业。
国电南瑞,2026-01-23,中国证券报·中证网,中信保诚新泽混合A在2025年第四季度实现利润1865.31元，净值增长率为2.15%。截至2025年四季度末，该基金十大重仓股包括农业银行、工商银行、福耀玻璃、中国神华、国电南瑞、华鲁恒升、中国平安、华泰证券、海螺水泥、贵州茅台。
国电南瑞,2026-01-23,中国证券报·中证网,招商国企改革主题混合基金在2025年第四季度实现利润386.01万元，净值增长率为2.42%。截至2025年四季度末，基金十大重仓股包括伊利股份、长江电力、中国人保、国电南瑞、中国人寿、峨眉山A、紫金矿业、云天化、云南白药、江中药业。
国电南瑞,2026-01-24,证券时报网,上证50指数出现罕见9连跌，为历史第二次。10只成份股逆势上涨，澜起科技、海光信息涨幅超10%，万华化学及国电南瑞涨幅均超7%。这些个股主要分布于电子、有色金属及电力设备行业。
国电南瑞,2026-01-24,中国证券报·中证网,海富通致远量化选股股票发起A在2025年第四季度实现利润20.27万元，净值增长率1.15%。截至2025年四季度末，该基金十大重仓股包括宁德时代、贵州茅台、紫金矿业、中国平安、立讯精密、恒瑞医药、汇川技术、药明康德、国电南瑞、蓝思科技。
国电南瑞,2026-01-24,中国证券报·中证网,东方红创新优选定开混合基金2025年第四季度实现利润568.45万元，净值增长率为0.83%。截至季度末，基金十大重仓股包括美的集团、腾讯控股、宁德时代、中信证券、万华化学、中国石油化工股份、阿里巴巴-W、国电南瑞、五粮液、分众传媒。
国电南瑞,2026-01-24,中国证券报·中证网,中银证券鑫瑞6个月持有A基金在2025年第四季度实现利润20.35万元，净值增长率为0.68%。截至2025年四季度末，基金十大重仓股包括宁德时代、立讯精密、中国建筑、云铝股份、圣农发展、安琪酵母、中信证券、海尔智家、亨通光电、国电南瑞。
国电南瑞,2026-01-24,中国证券报·中证网,易方达磐固六个月持有混合A在2025年第四季度实现利润273.33万元，净值增长率为0.37%。截至四季度末，基金十大重仓股包括福耀玻璃、深南电路、欧派家居、中国移动、南山铝业、国电南瑞、中国海油、丽珠集团、海大集团、北大荒。
国电南瑞,2026-01-26,证券时报网,根据证券时报网2026年1月26日报道，电力设备行业资金流出榜显示，金风科技、隆基绿能等个股当日净流出资金居前。其他净流出资金较高的个股包括望变电气、ST京机、天际股份、泽润新能等，具体流出金额分别为10427.32万元、10122.99万元、9301.86万元、9123.42万元、8517.27万元。无其他信息补充。
国电南瑞,2026-01-27,证券日报,国电南瑞公告显示，2026年1月26日至27日，公司到期收回募集资金现金管理产品合计124000万元，获得收益306.93万元。同日，公司再使用61200万元闲置募集资金认购交通银行89天保本浮动收益型结构性存款，预计年化收益率1.00%-2.05%。
国电南瑞,2026-01-29,证券时报网,电力设备行业今日净流出资金126.39亿元，阳光电源等35股净流出资金超亿元。其中先导智能净流出8.96亿元，迈为股份净流出5.46亿元，麦格米特净流出5.21亿元，亿纬锂能净流出4.99亿元，国电南瑞亦在流出名单中。原文未说明具体原因及后续影响。
国电南瑞,2026-01-29,证券日报,国电南瑞于2026年1月29日在互动平台表示，其对欧盟市场的销售以境内主体直接向欧盟客户出口为主。
国电南瑞,2026-01-29,证券日报,国电南瑞计划到2030年将海外业务收入规模提升至全新量级。公司在南美及中东市场的电网自动化及保护设备业务取得重要进展，并在高级配电管理、智能调度技术支持、配电网运维及高级计量架构等领域落地多个标志性项目。
国电南瑞,2026-01-29,证券日报,国电南瑞于2026年1月29日在互动平台表示，公司已掌握柔性直流输电核心技术，换流阀、IGBT等核心部件已完全具备全国产化能力。
国电南瑞,2026-01-29,证券日报,国电南瑞在互动平台表示，公司持续深耕虚拟电厂和电力交易领域，在电力现货市场技术支持系统、虚拟电厂运营服务平台等方面处于领先地位，已承担广东、甘肃、蒙西、浙江等多个地区的电力现货市场技术支持系统建设。
国电南瑞,2026-01-29,证券日报,国电南瑞在互动平台回应投资者称，公司积极响应“一带一路”倡议，深化国际化战略，推动特高压、智能电网、新能源等领域技术与产品出海。目前重点布局东南亚、中东、拉美等电力建设及能源转型需求旺盛的市场。
国电南瑞,2026-01-29,证券日报,国电南瑞于1月29日在互动平台表示，当前公司经营保持稳健发展态势。面对股价波动，公司高度重视投资者利益，将市值管理作为长期性、系统性战略任务稳步推进，核心举措为聚焦主业筑牢价值根基。
国电南瑞,2026-02-02,每日经济新闻,全球变压器需求增长，电网设备ETF（159326）于2026年2月2日逆市上涨。该ETF一键打包特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等出海龙头公司。
国电南瑞,2026-02-02,证券时报网,原文信息不足，无法形成完整摘要。
国电南瑞,2026-02-02,证券时报网,特高压概念板块当日上涨0.61%，主力资金净流入13.93亿元。个股方面，远东股份下跌1.16%、国际复材下跌1.03%、白云电器上涨9.99%、烽火通信下跌0.56%，均伴随不同额度的主力资金变动。原文未提及国电南瑞在该事件中的具体情况。
国电南瑞,2026-02-03,上海证券报,南京已建成首个万亿级软件产业集群，国电南瑞作为当地软件信息服务企业之一被提及，与润和软件、诚迈科技、通行宝等多家上市公司共同构成该产业集群。
国电南瑞,2026-02-03,每日经济新闻,2026年2月3日，电网设备ETF（159326）因变压器订单爆发大涨3%，杭电股份涨停。该ETF配置特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等出海龙头。
国电南瑞,2026-02-04,每日经济新闻,根据每日经济新闻2026年2月4日报道，AIDC引发全球缺电，电网设备ETF（159326）为全市场规模最大，杭电股份实现4连板。该ETF可一键打包特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等出海龙头。
国电南瑞,2026-02-04,21世纪经济报道,据21世纪经济报道2026年2月4日消息，机构认为海外供给端供不应求，电力设备出海有望量价齐升，杭电股份当日涨停。报道提及可打包关注特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等出海龙头企业。
国电南瑞,2026-02-04,证券时报网,当日有62.03亿元资金流入电力设备板块。
国电南瑞,2026-02-05,界面新闻,截至2026年1月30日，国证工业软件主题指数前十大权重股包括华大九天、广联达、中控技术、汇川技术、东土科技、旋极信息、中颖电子、用友网络、国电南瑞、广立微，前十大权重股合计占比56.17%。
国电南瑞,2026-02-06,界面新闻,季侃当选许继电气董事长。季侃此前曾任国电南瑞副总经理、党总支副书记、党委副书记、总经理；现任中国电气装备集团储能科技有限公司党委书记、董事长，许继电气股份有限公司党委书记、董事长。
国电南瑞,2026-02-06,每日经济新闻,变压器出现“一台难求”的供应紧张局面，行业中长期发展逻辑坚实。电网设备ETF（159326）强势上涨，该ETF打包了特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等出海龙头企业。
国电南瑞,2026-02-06,大河财立方,2026年2月6日，据大河财立方报道，季侃出任许继电气董事长，并代行总经理职责。季侃历任国网电力科学研究院城乡电网自动化研究所所长、国电南瑞科技股份有限公司副总经理、党总支副书记、党委副书记、总经理，南瑞集团有限公司（国网电力科学研究院）党组成员、副总经理（副院长），山东电工电气集团有限公司党委委员、副总经理、党委副书记。
国电南瑞,2026-02-06,界面新闻,截至2026年2月5日，电网设备主题指数前十大权重股为特变电工、思源电气、国电南瑞、亨通光电、中天科技、中国西电、正泰电器、宏发股份、金盘科技、精达股份，合计占比55.21%。该指数基金可一键打包电力设备领域出海龙头企业。
国电南瑞,2026-02-09,每日经济新闻,截至2026年2月9日，A股市场全面回暖，电网设备ETF（159326）涨超2%，近2日净流入4.6亿元。该ETF一键打包了特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等出海龙头企业。
国电南瑞,2026-02-09,每日经济新闻,2026年2月9日，电网设备ETF（159326）盘中持续拉升，其特高压含量为全市场最高，成分股包括特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等出海龙头企业。
国电南瑞,2026-02-10,每日经济新闻,2026年2月10日，电网设备ETF（159326）盘中拉升，冲击三连阳，变压器出海加速。该ETF持仓包括国电南瑞、特变电工、中国西电、保变电气、思源电气、伊戈尔等出海龙头。
国电南瑞,2026-02-10,每日经济新闻,电网设备ETF（159326）实现三连涨，其成分股全面覆盖输变电设备、电网自动化设备等核心领域，智能电网、特高压权重占比均为全市场最高，可一键布局特变电工、国电南瑞、思源电气等内外需龙头。
国电南瑞,2026-02-10,每日经济新闻,2026年2月10日，受AI算力带动变压器高景气影响，电网设备ETF（159326）收涨。该ETF跟踪电网指数，成分股包括特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等。
国电南瑞,2026-02-11,每日经济新闻,AI算力缺电现象不断深入，电网设备ETF（159326）冲击4连阳。该ETF据称为全市场最“纯”电网指数，持仓包括特变电工、中国西电、保变电气、思源电气、国电南瑞、伊戈尔等出海龙头企业。
国电南瑞,2026-02-12,南方财经网,国办部署完善全国统一电力市场体系，受此影响，特高压指数盘中走强。
国电南瑞,2026-02-12,证券时报网,截至2026年2月12日，柔性直流输电概念板块上涨2.13%，主力资金净流入38只个股。其中，双杰电气、中国西电、四方股份、保变电气等个股主力资金净流入额分别为18699.46万元、18579.44万元、17177.90万元和17022.17万元。国电南瑞（600406）未在原文中提供具体资金流入数据。
国电南瑞,2026-02-12,证券时报网,2026年2月12日，抽水蓄能概念板块上涨2.08%，主力资金
国电南瑞,2026-02-12,证券时报网,据证券时报网2026年2月12日报道，主力资金连续5日净流入99只股票。国电南瑞（600406）出现在该名单中，但原文未提供具体净流入金额、天数及排名等完整数据。
国电南瑞,2026-02-25,每日经济新闻,截至2026年2月25日，特高压关键枢纽工程取得重要进展，电网设备ETF（159326）板块高景气有望延续。该ETF最新规模达192.87亿元，为全市场规模最大的电网类ETF，布局特变电工、国电南瑞等全产业链龙头。
国电南瑞,2026-02-26,证券时报网,76只股票获杠杆资金净买入超亿元，涉及电子、汽车、通信、有色金属等行业，其中包括国电南瑞（600406）等个股。
国电南瑞,2026-02-26,每日经济新闻,电网设备ETF（159326）在“十五五”投资周期加持下逆市上涨，基金规模突破200亿元。该产品为全市场唯一跟踪中证电网设备主题指数的基金，聚焦特高压（权重67%）和智能电网（权重90%）核心赛道，权重均居全市场首位，覆盖特变电工、国电南瑞等全产业链龙头。
国电南瑞,2026-02-26,每日经济新闻,电网设备概念股走强，中天科技、亨通光电涨停，国电南瑞、思源电气涨超2%。受盘面影响，电网设备相关ETF涨超2%。券商展望2026年电新行业延续积极趋势，国家能源局定调加大“十五五”海上风电开发力度，海外高价值量订单外溢有望打开我国风电出口空间。
国电南瑞,2026-02-26,每日经济新闻,截至2026年2月26日，电网设备ETF（159326）规模创新高，杭电股份涨停。该ETF为中证电网设备主题指数产品，聚焦特高压、智能电网赛道，智能电网权重90%、特高压权重67%，覆盖特变电工、国电南瑞等龙头。AI算力引发全球数据中心缺电，该ETF深度贴合特高压工程推进与海外出口高景气主线。
国电南瑞,2026-02-26,证券时报网,2026年2月26日，柔性直流输电概念板块上涨2.77%。主力资金净流入的个股包括：铜峰电子（涨幅9.96%，净流入31561.68万元）、金风科技（涨幅4.11%，净流入29292.65万元）、通光线缆（涨幅8.67%，净流入15994.85万元）、中国西电（涨幅1.77%，净流入14700.99万元）。
国电南瑞,2026-02-26,证券时报网,72.20亿元资金于2026年2月26日流出电力设备股。原文未明确具体流入或流出标的，信息不足。
国电南瑞,2026-02-27,每日经济新闻,电网设备ETF（159326）今年以来净流入超150亿元，该基金是全市场唯一跟踪中证电网设备主题指数的产品，指数中电网设备含量超78%。产品聚焦特高压和智能电网核心赛道，覆盖特变电工、国电南瑞等全产业链龙头。
国电南瑞,2026-02-28,证券时报网,2026年2月28日，证券时报网报道，国电南瑞在“114号文”落地背景下，储能价值获得支撑。该公司早在2025年7月已前瞻组建“新型储能与构网业务特遣队”，以技术布局应对产业升级。
国电南瑞,2026-02-28,界面新闻,电网设备ETF易方达(560390)即将上市，其指数成份股共50只，全面覆盖电网设备产业链中下游核心环节，前十大权重股包含特变电工、国电南瑞、思源电气、中天科技、亨通光电等行业龙头。
国电南瑞,2026-03-02,界面新闻,截至2026年2月27日，中证国新央企现代能源指数前十大权重股包括长江电力、国电南瑞、中国铝业等，合计占比46.47%。近期区域冲突升级导致能源供应链不确定性显著上升，央企能源ETF嘉实（562850）因此受到市场关注。
国电南瑞,2026-03-02,界面新闻,AI算力推动电力需求激增，电网设备ETF易方达(560390)于2026年3月4日正式上市。该ETF指数成分股共50只，覆盖电网设备产业链中下游核心环节，前十大权重股包含特变电工、国电南瑞、思源电气、中天科技、亨通光电等行业龙头。
国电南瑞,2026-03-02,证券时报网,电力设备行业今日净流出资金76.50亿元，宁德时代等38只个股净流出资金超亿元。
国电南瑞,2026-03-03,界面新闻,电网设备ETF易方达(560390)即将上市，该指数由50只成分股构成，全面覆盖电网设备产业链中下游核心环节，前十大权重股包括特变电工、国电南瑞、思源电气、中天科技、亨通光电等行业龙头。
国电南瑞,2026-03-03,界面新闻,国家电网发布“十项硬核举措”，电网设备ETF易方达(560390)将于2026年3月4日正式上市。该指数共50只成份股，全面覆盖电网设备产业链中下游核心环节，前十大权重股包括特变电工、国电南瑞、思源电气、中天科技、亨通光电等行业龙头。
国电南瑞,2026-03-03,界面新闻,截至2026年2月28日，国电南瑞累计回购股份2094.75万股，占总股本的0.26%，回购价格区间为21.71元/股至22.31元/股，使用资金总额4.62亿元（不含交易费用）。
国电南瑞,2026-03-03,证券日报,"国电南瑞发布公告，截至2026年2月28日，公司通过集中竞价交易方式累计回购股份20,947,491股，占公司总股本的0.261%。"
国电南瑞,2026-03-04,南方财经网,国家电网披露四万亿元投资方向，当日智能电网概念股出现涨停潮。
国电南瑞,2026-03-04,南方财经网,根据南方财经网2026年3月4日报道，“十五五”期间国家电网将投运15项特高压直流工程，受此消息影响，电网设备板块多股涨停。报道提及的重点推荐企业包括许继电气、华明装备、国能日新、云路股份等，建议关注企业包括平高电气、三星医疗、国电南瑞、思源电气、中国西电、特变电工、保变电气等。
国电南瑞,2026-03-04,21世纪经济报道,“十五五”期间国家电网将投运15项特高压直流工程，受此消息影响，电网设备板块多股涨停。相关公司中，许继电气、华明装备、国能日新、云路股份被重点推荐，平高电气、三星医疗、国电南瑞、思源电气、中国西电、特变电工、保变电气等被建议关注。
国电南瑞,2026-03-04,界面新闻,截至2026年2月27日，中证国新央企现代能源指数前十大权重股包括长江电力、国电南瑞、中国铝业等，前十大权重股合计占比46.47%。
国电南瑞,2026-03-04,中国证券报·中证金牛座,电网设备ETF易方达（560390）于2026年3月4日上市交易。该ETF跟踪的指数前十大成份股涵盖思源电气、特变电工、国电南瑞、宏发股份等行业龙头，合计权重约59%，高度聚焦电网设备核心环节。
国电南瑞,2026-03-04,证券时报网,2026年3月4日，智能电网概念板块上涨2.04%，18只个股主力资金净流入超亿元。其中，宏盛华源、特变电工、胜宏科技、森源电气等个股主力资金净流入居前。原文未提及国电南瑞的具体表现。
国电南瑞,2026-03-04,证券时报网,2026年3月4日，特高压概念板块主力资金净流入29.24亿元，概念指数上涨2.36%。个股中，烽火通信、特变电工、森源电气、金风科技等均有不同程度资金流入和涨幅。
国电南瑞,2026-03-04,证券时报网,电力物联网概念当日上涨2.24%。国电南瑞股价涨3.25%，换手率1.64%，主力资金净流入19020.61万元，净流入比率5.09%。思源电气涨2.50%，换手率1.98%，主力资金净流入18467.25万元，净流入比率6.79%。
国电南瑞,2026-03-04,证券时报网,
国电南瑞,2026-03-04,证券时报网,2026年3月4日，电力设备板块出现35.19亿元主力资金净流出。当日顺钠股份上涨10.02%，特变电工上涨4.01%，森源电气上涨7.56%，金风科技上涨2.58%，但未明确各股资金流向。原文未具体提及国电南瑞的资金动向。
国电南瑞,2026-03-04,证券时报网,抽水蓄能概念板块上涨1.72%，当日有10只个股主力资金净流入超亿元。其中，保变电气主力资金净流入35545.18万元，顺钠股份净流入26610.50万元，特变电工净流入23110.29万元，金风科技净流入19311.88万元。
国电南瑞,2026-03-05,每日经济新闻,电网设备ETF（159326）大涨4.73%，中国西电涨停。该ETF产品覆盖国电南瑞、特变电工、思源电气等全产业链龙头，贴合特高压工程推进、智能电网升级、AI算力配套电网改造三大主线。
国电南瑞,2026-03-05,界面新闻,电网设备板块延续涨势，电网设备ETF易方达（560390）上涨3.37%，单日净流入超8300万元。该ETF成分股共50只，覆盖电网设备产业链中下游核心环节，前十大权重股包括特变电工、国电南瑞、思源电气、中天科技、亨通光电等行业龙头，赛道分布高度聚焦。
国电南瑞,2026-03-05,每日经济新闻,2026年3月5日，电网设备ETF易方达（560390）昨日资金净流入超8000万元。该ETF跟踪恒生A股电网设备指数，覆盖产业链核心环节，成分股共50只，前十大权重股包含特变电工、国电南瑞、思源电气等，合计占比近60%。
国电南瑞,2026-03-05,界面新闻,2026年3月5日，电网设备ETF易方达（560390）盘中涨超4%。机构观点认为，北美电网扩容使电力设备景气逻辑持续演绎。该ETF成分股共50只，全面覆盖电网设备产业链中下游核心环节，前十大权重股包括特变电工、国电南瑞、思源电气、中天科技、亨通光电等。
国电南瑞,2026-03-05,证券时报网,特高压概念板块上涨3.08%，主力资金净流入54只个股。保变电气股价9.37元，涨幅14.86%，主力净流入29228.34万元；汉缆股份股价9.96元，涨幅1.94%，主力净流入26547.92万元；大连电瓷股价9.55元，涨幅23.51%，主力净流入25369.18万元；中国电建股价2.68元，涨幅3.40%，主力净流入23718.99万元。
国电南瑞,2026-03-05,证券时报网,2026年3月5日，柔性直流输电概念板块上涨4.31%，11只个股主力资金净流入
国电南瑞,2026-03-05,证券时报网,2026年3月5日，电力物联网概念板块上涨3.05%，6只个股主力资金净流入超亿元。其中，国电南瑞今日涨幅3.18%，换手率2.23%，主力资金净流入2.08亿元，净流入比率3.96%；泰豪科技涨幅10.02%，换手率8.20%，主力资金净流入2.00亿元，净流入比率20.43%。
国电南瑞,2026-03-05,证券时报网,2026年3月5日，电力设备板块获主力资金净流入101.27亿元。文中提及汉缆股份、大连电瓷、昇辉科技、阳光电源等个股的涨跌幅及资金流入情况，但未提供国电南瑞的具体数据。原文信息不足，无法形成完整摘要。
国电南瑞,2026-03-05,证券时报网,根据证券时报网报道，2026年3月5日，共有53只股票收盘价创历史新高。其中部分个股包括：电力设备股华明装备收盘价36.30元，涨4.37%；亚钾国际收盘价61.00元，涨4.18%；食品饮料股紫燕食品收盘价34.47元，涨3.92%；机械设备股新锐股份收盘价74.19元，涨3.85%；环保股华新环保收盘价16.50元，涨3.84%。
国电南瑞,2026-03-06,南方财经网,
国电南瑞,2026-03-06,界面新闻,电网设备ETF易方达(560390)最新单日净流入1.59亿元，整体电网设备行业出现出口量价齐升，迎来高确定性成长周期。该指数成分股共50只，全面覆盖电网设备产业链中下游核心环节，前十大权重股包括特变电工、国电南瑞、思源电气、中天科技、亨通光电等行业龙头。
国电南瑞,2026-03-06,21世纪经济报道,海外AI缺电持续演绎，电网设备概念反复走强。许继电气、华明装备、国能日新、云路股份等被重点推荐；平高电气、三星医疗、国电南瑞、思源电气、中国西电、特变电工、保变电气等被建议关注。
国电南瑞,2026-03-06,每日经济新闻,电网设备ETF（159326）在2026年3月6日创下新高，三星医疗等个股涨停。该ETF产品覆盖国电南瑞、特变电工、思源电气等全产业链龙头，贴合特高压工程推进、智能电网升级、AI算力配套电网改造三大主线。
国电南瑞,2026-03-06,证券时报网,国电南瑞于2026年3月6日股价上涨4.03%，报30.70元，创历史新高。盘中成交9528.46万股，成交金额28.43亿元，换手率1.19%，A股总市值达2465.75亿元，流通市值2458.50亿元。
国电南瑞,2026-03-06,界面新闻,电网设备ETF易方达(560390)盘中交投活跃，冲击3连涨，行业高景气格局有望持续。该指数由50只成分股组成，全面覆盖电网设备产业链中下游核心环节，前十大权重股包括特变电工、国电南瑞、思源电气、中天科技、亨通光电等行业龙头。
国电南瑞,2026-03-06,21世纪经济报道,2026年3月6日，智能电网板块全线爆发，汉缆股份连续两个交易日涨停。报道称，政策端和投资端正逐步向配网智能化倾斜，预计将进入配网改造高峰期。
国电南瑞,2026-03-06,证券时报网,截至2026年3月6日，多只股票收盘价创历史新高，包括友车科技（32.96元，涨2.36%，计算机）、安联锐视（88.30元，涨2.22%，计算机）、*ST松发（125.70元，涨1.88%，国防军工）、振华股份（46.72元，涨1.85%，基础化工）、国电南自（14.85元，涨1.78%，电力设备）。原文未提及国电南瑞相关信息。
国电南瑞,2026-03-09,每日经济新闻,2026年3月9日，电网设备概念股反复走高，顺钠股份走出4连板，太阳电缆直线涨停，三星医疗、派诺科技、汉缆股份、泽宇智能、国电南瑞等跟涨。
国电南瑞,2026-03-09,南方财经网,顺钠股份连续4个交易日涨停，太阳电缆直线涨停，三星医疗、派诺科技、汉缆股份、泽宇智能、国电南瑞跟涨。
国电南瑞,2026-03-09,南方财经网,2026年3月9日，南方财经网报道称，电网设备板块盘中持续拉升。机构观点认为，电网设备属于最典型的HALO资产之一，并建议关注相关方向，包括虚拟电厂、微电网/能源管理及数字配网等领域的公司，如国电南瑞、扬电科技、望变电气等。
国电南瑞,2026-03-09,21世纪经济报道,电网设备板块上涨，三变科技涨停，封单一度超50万手。美国三大电网运营商获批总计750亿美元输电扩容项目，显示北美电力紧张，美国本土产能供应紧张。国内提出加快智能电网建设，实施
国电南瑞,2026-03-09,中国证券报,国电南瑞上涨5.83%，盘中股价创历史新高，最新市值为2551亿元。
国电南瑞,2026-03-09,每日经济新闻,3月9日午后，电网设备板块拉升，电网设备ETF（159326）涨幅1.2%，成交额达21.22亿元，规模突破300亿元。持仓股中泽宇智能、国电南自、正泰电器、三星医疗等涨停，南网科技涨超11%，迦南智能涨超9%，山大电力、中国西电、国电南瑞等跟涨。
国电南瑞,2026-03-09,界面新闻,电网设备ETF易方达(560390)盘中交投活跃，受到资金关注。该ETF跟踪的指数包含50只成分股，全面覆盖电网设备产业链中下游核心环节，前十大权重股包括特变电工、国电南瑞、思源电气、中天科技、亨通光电等行业龙头。
国电南瑞,2026-03-09,每日经济新闻,2026年3月9日尾盘，电网设备ETF（159326）逆市上涨1.44%，成交额达25.4亿元。持仓股中泽宇智能、国电南自、正泰电器、三星医疗涨停，南网科技涨超11%，国电南瑞等跟涨。
